area_id	year	functional_group	tonnes	comp	name_sf	name_sau
1	1973	Dem_Lg	70417.4242486146	0.0633218362924734	East Bering Sea	East Bering Sea
1	1973	Dem_SmMd	244565.464765107	0.219921908361387	East Bering Sea	East Bering Sea
1	1973	Other	1219.0378583654	0.00109620192055321	East Bering Sea	East Bering Sea
1	1973	Pel_Lg	7981.5998398376	0.00717733662943759	East Bering Sea	East Bering Sea
1	1973	Pel_SmMd	756897.865236714	0.680629307647314	East Bering Sea	East Bering Sea
1	1973	Sharks_Rays	264.3204908026	0.000237686325876621	East Bering Sea	East Bering Sea
1	1974	Cephs	4.9543544945	4.07988447372481e-06	East Bering Sea	East Bering Sea
1	1974	Crusts	30393.6820376735	0.0250290348788106	East Bering Sea	East Bering Sea
1	1974	Dem_Lg	89542.3593581138	0.0737376548431108	East Bering Sea	East Bering Sea
1	1974	Dem_SmMd	268319.973423021	0.220960065488676	East Bering Sea	East Bering Sea
1	1974	Other	532.8813636746	0.000438824957803653	East Bering Sea	East Bering Sea
1	1974	Pel_Lg	6964.2243247791	0.00573500154777891	East Bering Sea	East Bering Sea
1	1974	Pel_SmMd	817830.526819399	0.673479072240951	East Bering Sea	East Bering Sea
1	1974	Sharks_Rays	748.3547711502	0.000616266158395215	East Bering Sea	East Bering Sea
1	1975	Cephs	5.1071069678	5.03460589101986e-06	East Bering Sea	East Bering Sea
1	1975	Crusts	27099.0072706186	0.0267143066526014	East Bering Sea	East Bering Sea
1	1975	Dem_Lg	86367.7778843239	0.0851416909949751	East Bering Sea	East Bering Sea
1	1975	Dem_SmMd	253760.273255308	0.250157863286018	East Bering Sea	East Bering Sea
1	1975	Other	394.0739852474	0.000388479665715497	East Bering Sea	East Bering Sea
1	1975	Pel_Lg	6603.3687401624	0.00650962655949992	East Bering Sea	East Bering Sea
1	1975	Pel_SmMd	639684.300967927	0.630603269199464	East Bering Sea	East Bering Sea
1	1975	Sharks_Rays	486.6373961742	0.000479729035835056	East Bering Sea	East Bering Sea
1	1976	Cephs	39.8113809111	3.74130937694559e-05	East Bering Sea	East Bering Sea
1	1976	Crusts	39390.9028370537	0.0370179458179839	East Bering Sea	East Bering Sea
1	1976	Dem_Lg	93278.0276456893	0.0876588431516844	East Bering Sea	East Bering Sea
1	1976	Dem_SmMd	248361.930249047	0.233400298420192	East Bering Sea	East Bering Sea
1	1976	Other	348.3840003292	0.000327396914495383	East Bering Sea	East Bering Sea
1	1976	Pel_Lg	8742.9906702752	0.00821630202938486	East Bering Sea	East Bering Sea
1	1976	Pel_SmMd	673497.038608918	0.632924738661875	East Bering Sea	East Bering Sea
1	1976	Sharks_Rays	443.7967811299	0.000417061910614768	East Bering Sea	East Bering Sea
1	1977	Cephs	1459.762700066	0.0017736509502576	East Bering Sea	East Bering Sea
1	1977	Crusts	37743.5874772854	0.0458594741406883	East Bering Sea	East Bering Sea
1	1977	Dem_Lg	42956.9572000218	0.0521938586008184	East Bering Sea	East Bering Sea
1	1977	Dem_SmMd	219651.867486899	0.266882927941904	East Bering Sea	East Bering Sea
1	1977	Other	115.3891077479	0.000140200870043594	East Bering Sea	East Bering Sea
1	1977	Pel_Lg	10417.1558785569	0.0126571246286459	East Bering Sea	East Bering Sea
1	1977	Pel_SmMd	510551.62593146	0.620333960066217	East Bering Sea	East Bering Sea
1	1977	Sharks_Rays	130.6990003599	0.000158802801424899	East Bering Sea	East Bering Sea
1	1978	Cephs	1860.4331379575	0.00200499692948599	East Bering Sea	East Bering Sea
1	1978	Crusts	38289.187173139	0.0412644244764103	East Bering Sea	East Bering Sea
1	1978	Dem_Lg	46842.1940962985	0.0504820374445572	East Bering Sea	East Bering Sea
1	1978	Dem_SmMd	293372.107088178	0.316168402888376	East Bering Sea	East Bering Sea
1	1978	Other	121.122125322	0.000130533844193962	East Bering Sea	East Bering Sea
1	1978	Pel_Lg	9918.8449757075	0.0106895826109476	East Bering Sea	East Bering Sea
1	1978	Pel_SmMd	537088.209759767	0.578822312643661	East Bering Sea	East Bering Sea
1	1978	Sharks_Rays	406.1495648605	0.000437709162368176	East Bering Sea	East Bering Sea
1	1979	Cephs	1558.9795043608	0.00174665760649464	East Bering Sea	East Bering Sea
1	1979	Crusts	38846.0808997344	0.0435225751821842	East Bering Sea	East Bering Sea
1	1979	Dem_Lg	47239.88576168	0.0529268701511294	East Bering Sea	East Bering Sea
1	1979	Dem_SmMd	259400.056792452	0.290627991615225	East Bering Sea	East Bering Sea
1	1979	Other	181.9534006899	0.000203857902206923	East Bering Sea	East Bering Sea
1	1979	Pel_Lg	8765.8938228579	0.00982117794402744	East Bering Sea	East Bering Sea
1	1979	Pel_SmMd	536275.18212644	0.600834791872069	East Bering Sea	East Bering Sea
1	1979	Sharks_Rays	282.1152215638	0.000316077726662846	East Bering Sea	East Bering Sea
1	1980	Cephs	1718.1236641441	0.00176028111405832	East Bering Sea	East Bering Sea
1	1980	Crusts	40470.7008773027	0.0414637269212565	East Bering Sea	East Bering Sea
1	1980	Dem_Lg	73470.5815092915	0.0752733227349586	East Bering Sea	East Bering Sea
1	1980	Dem_SmMd	265029.597671909	0.271532605704922	East Bering Sea	East Bering Sea
1	1980	Other	880.3212287759	0.000901921593688535	East Bering Sea	East Bering Sea
1	1980	Pel_Lg	12016.1746874817	0.0123110145136943	East Bering Sea	East Bering Sea
